mat4x4((-0.909422, -0.135291, 0.393254, 0.000000), (-0.000440, 0.945918, 0.324406, 0.000000), (-0.415875, 0.294849, -0.860298, 0.000000), (-3.775548, 1.340109, -8.958138, 1.000000))
mat4x4((-0.909422, -0.135291, 0.393254, 0.000000), (-0.000440, 0.945918, 0.324406, 0.000000), (-0.415875, 0.294849, -0.860298, 0.000000), (-3.839544, 1.340106, -8.958139, 1.000000))
mat4x4((-0.909334, -0.135445, 0.393403, 0.000000), (-0.000482, 0.945872, 0.324540, 0.000000), (-0.416066, 0.294926, -0.860179, 0.000000), (-3.777534, 1.340942, -8.957150, 1.000000))
mat4x4((-0.909334, -0.135445, 0.393403, 0.000000), (-0.000482, 0.945872, 0.324540, 0.000000), (-0.416066, 0.294926, -0.860179, 0.000000), (-3.841534, 1.340942, -8.957150, 1.000000))
mat4x4((-0.909248, -0.135866, 0.393456, 0.000000), (-0.000771, 0.945779, 0.324809, 0.000000), (-0.416253, 0.295029, -0.860053, 0.000000), (-3.779089, 1.342130, -8.956252, 1.000000))
mat4x4((-0.909248, -0.135866, 0.393456, 0.000000), (-0.000771, 0.945779, 0.324809, 0.000000), (-0.416253, 0.295029, -0.860053, 0.000000), (-3.843090, 1.342130, -8.956252, 1.000000))
mat4x4((-0.909262, -0.136452, 0.393221, 0.000000), (-0.001335, 0.945687, 0.325077, 0.000000), (-0.416221, 0.295055, -0.860060, 0.000000), (-3.778027, 1.342747, -8.956793, 1.000000))
mat4x4((-0.909262, -0.136452, 0.393221, 0.000000), (-0.001335, 0.945687, 0.325077, 0.000000), (-0.416221, 0.295055, -0.860060, 0.000000), (-3.842027, 1.342747, -8.956792, 1.000000))
mat4x4((-0.909259, -0.137416, 0.392893, 0.000000), (-0.002366, 0.945621, 0.325260, 0.000000), (-0.416224, 0.294817, -0.860140, 0.000000), (-3.776587, 1.340932, -8.958087, 1.000000))
mat4x4((-0.909259, -0.137416, 0.392893, 0.000000), (-0.002366, 0.945621, 0.325260, 0.000000), (-0.416224, 0.294817, -0.860140, 0.000000), (-3.840587, 1.340932, -8.958088, 1.000000))
mat4x4((-0.909297, -0.137334, 0.392833, 0.000000), (-0.002568, 0.945811, 0.324709, 0.000000), (-0.416139, 0.294248, -0.860376, 0.000000), (-3.775519, 1.335009, -8.959416, 1.000000))
mat4x4((-0.909297, -0.137334, 0.392833, 0.000000), (-0.002568, 0.945811, 0.324709, 0.000000), (-0.416139, 0.294248, -0.860376, 0.000000), (-3.839519, 1.335010, -8.959416, 1.000000))
mat4x4((-0.909344, -0.137373, 0.392711, 0.000000), (-0.002771, 0.945895, 0.324462, 0.000000), (-0.416036, 0.293960, -0.860524, 0.000000), (-3.774254, 1.331953, -8.960376, 1.000000))
mat4x4((-0.909344, -0.137373, 0.392711, 0.000000), (-0.002771, 0.945895, 0.324462, 0.000000), (-0.416036, 0.293960, -0.860524, 0.000000), (-3.838254, 1.331954, -8.960376, 1.000000))
mat4x4((-0.909486, -0.136591, 0.392654, 0.000000), (-0.002892, 0.946541, 0.322571, 0.000000), (-0.415724, 0.292238, -0.861261, 0.000000), (-3.771140, 1.314134, -8.964927, 1.000000))
mat4x4((-0.909486, -0.136591, 0.392654, 0.000000), (-0.002892, 0.946541, 0.322571, 0.000000), (-0.415724, 0.292238, -0.861261, 0.000000), (-3.835140, 1.314135, -8.964927, 1.000000))
mat4x4((-0.910151, -0.134291, 0.391906, 0.000000), (-0.002283, 0.947614, 0.319410, 0.000000), (-0.414270, 0.289816, -0.862779, 0.000000), (-3.757919, 1.288113, -8.974321, 1.000000))
mat4x4((-0.910151, -0.134291, 0.391906, 0.000000), (-0.002283, 0.947614, 0.319410, 0.000000), (-0.414270, 0.289816, -0.862779, 0.000000), (-3.821919, 1.288113, -8.974321, 1.000000))
mat4x4((-0.911216, -0.130887, 0.390581, 0.000000), (-0.001000, 0.948877, 0.315644, 0.000000), (-0.411927, 0.287229, -0.864763, 0.000000), (-3.737021, 1.259940, -8.987320, 1.000000))
mat4x4((-0.911216, -0.130887, 0.390581, 0.000000), (-0.001000, 0.948877, 0.315644, 0.000000), (-0.411927, 0.287229, -0.864763, 0.000000), (-3.801021, 1.259940, -8.987319, 1.000000))
mat4x4((-0.913295, -0.125494, 0.387484, 0.000000), (0.000762, 0.950822, 0.309739, 0.000000), (-0.407299, 0.283178, -0.868285, 0.000000), (-3.694489, 1.215839, -9.011160, 1.000000))
mat4x4((-0.913295, -0.125494, 0.387484, 0.000000), (0.000762, 0.950822, 0.309739, 0.000000), (-0.407299, 0.283178, -0.868285, 0.000000), (-3.758490, 1.215839, -9.011161, 1.000000))
mat4x4((-0.916150, -0.120156, 0.382403, 0.000000), (0.001868, 0.952723, 0.303834, 0.000000), (-0.400831, 0.279072, -0.872613, 0.000000), (-3.632745, 1.171162, -9.042315, 1.000000))
mat4x4((-0.916150, -0.120156, 0.382403, 0.000000), (0.001868, 0.952723, 0.303834, 0.000000), (-0.400831, 0.279072, -0.872613, 0.000000), (-3.696745, 1.171162, -9.042315, 1.000000))
mat4x4((-0.919709, -0.115411, 0.375255, 0.000000), (0.002073, 0.954376, 0.298602, 0.000000), (-0.392596, 0.275404, -0.877508, 0.000000), (-3.552073, 1.131338, -9.079779, 1.000000))
mat4x4((-0.919709, -0.115411, 0.375255, 0.000000), (0.002073, 0.954376, 0.298602, 0.000000), (-0.392596, 0.275404, -0.877508, 0.000000), (-3.616074, 1.131338, -9.079779, 1.000000))
mat4x4((-0.924352, -0.111402, 0.364916, 0.000000), (0.000876, 0.955803, 0.294008, 0.000000), (-0.381541, 0.272086, -0.883400, 0.000000), (-3.441237, 1.095203, -9.127106, 1.000000))
mat4x4((-0.924352, -0.111402, 0.364916, 0.000000), (0.000876, 0.955803, 0.294008, 0.000000), (-0.381541, 0.272086, -0.883400, 0.000000), (-3.505238, 1.095203, -9.127105, 1.000000))
mat4x4((-0.929763, -0.108619, 0.351771, 0.000000), (-0.002278, 0.957167, 0.289529, 0.000000), (-0.368152, 0.268392, -0.890186, 0.000000), (-3.304165, 1.055889, -9.182815, 1.000000))
mat4x4((-0.929763, -0.108619, 0.351771, 0.000000), (-0.002278, 0.957167, 0.289529, 0.000000), (-0.368152, 0.268392, -0.890186, 0.000000), (-3.368165, 1.055889, -9.182815, 1.000000))
